Session Associated Time;Session Duration;Client MAC Address;Host Name;Device;OS Type;Upstream Transferred (Bytes);Downstream Transferred (Bytes);Connected AP Name
18/10/2016 12:45;43 770,00;90:00:db:32:9a:4f;Unknown;Samsung;Android;1 546,00;1 510,00;SALON-6C_AP2
18/10/2016 21:39;23 596,00;00:ae:fa:56:4c:66;Galaxy-S6;Murata;Android;1 918,00;1 176,00;SALON-3C_AP1
18/10/2016 20:49;245 419,00;10:30:47:e1:31:37;android-b4748a8280d91b1f;Samsung;Android;213 058,00;393 505,00;SALON-5D_AP2
18/10/2016 10:48;119 229,00;d4:8f:33:62:d6:80;Unknown;Microsoft Corporation;Windows (Mobile) 8 / Windows (Mobile) 10;156 545,00;1 975 474,00;LOGES-5CD_AP3
18/10/2016 19:51;17 333,00;e0:b5:2d:ed:c8:f7;IPhoneMvanVeen;Apple;iOS;248,00;300,00;LOGES-4CD_AP1
18/10/2016 19:19;6 006,00;4c:57:ca:8d:7c:65;Unknown;Unknown;iOS;726,00;594,00;PORTE-35_AP1
18/10/2016 19:39;17 114,00;b0:9f:ba:c8:aa:11;iPhone;Apple;iOS;8 402,00;7 695,00;COULOIR-4CD_AP1
18/10/2016 11:07;18 267,00;34:14:5f:c0:d5:bd;android-ec07947b6598c3a9;Unknown;Android;13 045,00;47 837,00;SALON-1D_AP1
18/10/2016 20:32;153 928,00;a8:81:95:d0:7e:58;Unknown;Unknown;Android;6 961,00;6 026,00;LOGES-2D_AP
18/10/2016 10:53;116 297,00;d4:8f:33:62:d6:80;Unknown;Microsoft Corporation;Windows (Mobile) 8 / Windows (Mobile) 10;25 179,00;35 344,00;LOGES-5CD_AP3
18/10/2016 14:21;266 781,00;d4:8f:33:62:d6:80;Unknown;Microsoft Corporation;Windows (Mobile) 8 / Windows (Mobile) 10;3 857,00;7 516,00;LOGES-5CD_AP2
18/10/2016 20:32;10 392,00;b8:53:ac:c1:4a:87;ColinTrasiPhone;Unknown;iOS;12 720 067,00;163 350,00;SALON-8D_AP
18/10/2016 14:43;22 749,00;20:a2:e4:79:cd:e0;iPhonedeDorian;Apple;iOS;436,00;3 773,00;LOGES-5CD_AP2
18/10/2016 21:01;17 376,00;9c:fc:01:25:58:e0;iPhone-de-Manon;Apple;iOS;248,00;300,00;COULOIR-4CD_AP1
18/10/2016 20:13;183 935,00;1c:91:48:4c:9d:03;Unknown;Unknown;iOS;39 258 889,00;1 171 316,00;LOGES-5CD_AP2
18/10/2016 16:34;90 848,00;d8:bb:2c:6c:55:0c;iPhone-Theo;Apple;iOS;5 045,00;69 848,00;SALON-2C_AP3
18/10/2016 20:13;141 893,00;d0:33:11:42:6c:83;iPhone-R1;Apple;iOS;25 886,00;70 251,00;PORTE-35_AP1
18/10/2016 20:41;38 111,00;60:03:08:43:b9:7f;iPhonederonique;Apple;iOS;220,00;254,00;SALON-3C_AP4
18/10/2016 18:24;23 370,00;64:9a:be:87:8a:22;Unknown;Apple;iOS;1 954,00;2 289,00;SALON-1D_AP4
18/10/2016 18:41;43 280,00;e0:66:78:ee:f2:d6;Unknown;Apple;iOS;7 924,00;404,00;SALON-2C_AP2
18/10/2016 12:27;30 251,00;90:00:db:32:9a:4f;Unknown;Samsung;Android;1 124,00;1 911,00;SALON-2C_AP1
18/10/2016 20:13;67 737,00;00:ae:fa:56:4c:66;Galaxy-S6;Murata;Android;2 229,00;1 566,00;COULOIR-4CD_AP1
18/10/2016 18:04;13 519,00;cc:25:ef:b6:b6:88;iPhonedeRobert;Apple;iOS;220,00;383,00;SALON-5D_AP1
18/10/2016 19:42;7 941,00;2c:f0:a2:8a:4d:8c;iPhonedeHeloise;Unknown;iOS;220,00;2 297,00;LOGES 2C_AP
18/10/2016 17:09;14 644,00;0c:41:3e:cf:1c:c8;Unknown;Microsoft Corporation;Windows (Mobile) 8 / Windows (Mobile) 10;10 109,00;10 750,00;LOGES-3CD_AP1
18/10/2016 21:40;13 295,00;d0:22:be:6f:82:2d;android-b3b1ed748e66958e;Samsung;Android;248,00;300,00;COULOIR-4CD_AP2
18/10/2016 19:30;27 832,00;ec:9b:f3:8e:86:d6;Unknown;Samsung;Android;2 181,00;1 463,00;MEDIAS-CONF_AP2
18/10/2016 19:25;33 564,00;cc:25:ef:b6:b6:88;iPhonedeRobert;Apple;iOS;1 424,00;1 308,00;LOGES-4CD_AP2
18/10/2016 19:51;1 200 406,00;b8:53:ac:c1:4a:87;ColinTrasiPhone;Unknown;iOS;119 889 946,00;36 845 114,00;LOGES-4CD_AP2
18/10/2016 21:59;26 984,00;68:fb:7e:33:48:b3;Unknown;Unknown;iOS;871,00;795,00;COULOIR-4CD_AP1
18/10/2016 21:14;132 641,00;0c:d7:46:95:bb:94;iPhone6plussfdc;Unknown;iOS;1 390,00;653,00;LOGES-4CD_AP1
18/10/2016 18:47;636 237,00;cc:25:ef:56:cd:35;iPhone-J-Lpfr;Apple;iOS;5 152,00;5 797,00;LOGES-2D_AP
18/10/2016 17:55;48 068,00;d0:33:11:45:90:c1;iPhone;Apple;iOS;1 458,00;2 945,00;LOGES-3CD_AP5
18/10/2016 19:44;15 119,00;cc:25:ef:31:05:56;Unknown;Apple;iOS;13 106,00;186 763,00;SALON-1D_AP4
18/10/2016 19:00;2 957,00;58:7f:57:05:e4:9b;Unknown;Apple;iOS;304,00;300,00;LOGES-2D_AP
18/10/2016 19:15;35 557,00;00:cd:fe:d8:22:e5;iPhone;Unknown;iOS;304,00;392,00;LOGES-4CD_AP1
18/10/2016 15:28;295 924,00;28:5a:eb:af:28:4e;iPhonedeGaetan;Apple;iOS;961,00;1 034,00;LOGES-5CD_AP1
18/10/2016 18:43;212 713,00;e0:b5:2d:7a:14:c8;iPhonedeFlorent;Apple;iOS;98 280,00;17 457,00;LOGES-4CD_AP2
18/10/2016 14:25;12 929,00;20:a2:e4:79:cd:e0;iPhonedeDorian;Apple;iOS;985,00;1 451,00;SALON-2C_AP3
18/10/2016 09:07;478 213,00;7c:0b:c6:1e:96:21;Unknown;Samsung;Android;9 305,00;21 586,00;LOGES-5CD_AP2
18/10/2016 13:55;12 821,00;d8:96:95:27:a1:d9;Unknown;Apple;iOS;1 646,00;952,00;SALON-1D_AP1
18/10/2016 18:30;12 330,00;04:d3:cf:e9:bd:b5;Unknown;Unknown;iOS;19 988,00;217 109,00;MEDIAS-CONF_AP1
18/10/2016 16:47;21 000,00;ec:9b:f3:8e:86:d6;Unknown;Samsung;Android;650,00;2 190,00;SALON-2C_AP3
18/10/2016 18:35;6 417,00;90:b9:31:2d:9a:be;Unknown;Apple;iOS;38 280,00;141 453,00;LOGES-3CD_AP4
18/10/2016 20:22;6 386,00;d0:33:11:42:6c:83;iPhone-R1;Apple;iOS;1 371,00;1 605,00;SALON-2C_AP2
18/10/2016 20:03;11 938,00;cc:25:ef:b6:b6:88;iPhonedeRobert;Apple;iOS;5 038,00;10 228,00;LOGES-4CD_AP2
18/10/2016 21:37;94 309,00;cc:25:ef:b6:b6:88;iPhonedeRobert;Apple;iOS;248,00;300,00;LOGES-5CD_AP1
18/10/2016 19:54;626 598,00;00:6d:52:35:e4:aa;iPhone;Apple;iOS;74 260,00;259 732,00;LOGES-5CD_AP2
18/10/2016 21:04;18 156,00;e4:9a:79:c9:4a:f5;iPhone-de-Julia;Unknown;iOS;2 220,00;6 791,00;LOGES 2C_AP
18/10/2016 17:25;32 031,00;d8:bb:2c:6c:55:0c;iPhone-Theo;Apple;iOS;220,00;254,00;SALON-2C_AP3
18/10/2016 21:28;64 020,00;40:b3:95:55:32:95;vince;Apple;iOS;1 189,00;405,00;SALON-1D_AP1
18/10/2016 21:04;32 936,00;00:6d:52:35:e4:aa;iPhone;Apple;iOS;444,00;346,00;LOGES-5CD_AP2
18/10/2016 20:50;6 084,00;68:fb:7e:33:48:b3;Unknown;Unknown;iOS;220,00;254,00;COULOIR-4CD_AP1
18/10/2016 18:02;71 619,00;30:f7:c5:24:bc:2c;Charles-Eric;Apple;iOS;365,00;489,00;LOGES-4CD_AP3
18/10/2016 13:09;24 391,00;d4:8f:33:62:d6:80;Unknown;Microsoft Corporation;Windows (Mobile) 8 / Windows (Mobile) 10;4 413,00;2 162,00;LOGES-5CD_AP2
18/10/2016 17:02;17 379,00;34:14:5f:c0:d5:bd;android-ec07947b6598c3a9;Unknown;Android;14 625,00;16 665,00;SALON-4D_AP1
18/10/2016 10:41;12 539,00;d4:8f:33:62:d6:80;Unknown;Microsoft Corporation;Windows (Mobile) 8 / Windows (Mobile) 10;1 407,00;982,00;LOGES-5CD_AP3
18/10/2016 15:47;8 522 889,00;e4:98:d1:f9:d6:ce;Windows-Phone;Microsoft Mobile Oy;Windows (Mobile) 8 / Windows (Mobile) 10;178 787,00;437 903,00;PORTE-35_AP1
18/10/2016 20:37;13 526,00;7c:0b:c6:1e:99:0d;Unknown;Samsung;Android;4 660,00;8 055,00;LOGES-4CD_AP2
18/10/2016 18:47;55 373,00;98:d6:bb:84:88:64;Unknown;Apple;iOS;248,00;300,00;LOGES-3CD_AP2
18/10/2016 15:37;152 234,00;28:5a:eb:af:28:4e;iPhonedeGaetan;Apple;iOS;276,00;595,00;SALON-7C_AP
18/10/2016 18:00;5 003,00;d0:53:49:b9:18:32;POPB-283;Liteon Technology Co., Ltd.;Windows 7/Vista;605,00;495,00;LOGES-5CD_AP3
18/10/2016 15:50;32 423,00;ec:9b:f3:8e:86:d6;Unknown;Samsung;Android;248,00;2 233,00;SALON-1D_AP4
18/10/2016 18:23;21 031,00;b8:53:ac:48:b2:db;Unknown;Unknown;iOS;9 147,00;925,00;LOGES-4CD_AP3
18/10/2016 16:59;2 957,00;d8:bb:2c:6c:55:0c;iPhone-Theo;Apple;iOS;220,00;254,00;COULOIR-3CD_AP
18/10/2016 21:57;52 646,00;38:ca:da:45:e6:13;iPhone-pascal;Unknown;iOS;248,00;300,00;LOGES 2C_AP
18/10/2016 21:09;125 927,00;60:03:08:43:b9:7f;iPhonederonique;Apple;iOS;6 400,00;6 948,00;PORTE-35_AP1
18/10/2016 20:33;175 050,00;ec:9b:f3:8e:86:d6;Unknown;Samsung;Android;443 754,00;2 205 602,00;SALON-2C_AP1
18/10/2016 17:58;12 309,00;60:a3:7d:c6:73:51;iPhone;Unknown;iOS;2 583,00;2 977,00;SALON-2C_AP3
18/10/2016 20:58;122 390,00;b4:8b:19:8b:29:c4;Geilis-iPhone;Unknown;iOS;1 300,00;1 394,00;SALON-1D_AP4
18/10/2016 21:43;108 360,00;9c:fc:01:d5:dd:6c;iPhonedharlotte;Apple;iOS;248,00;300,00;SALON-4D_AP1
18/10/2016 21:31;3 457,00;d0:22:be:6f:82:2d;android-b3b1ed748e66958e;Samsung;Android;220,00;618,00;COULOIR-4CD_AP2
18/10/2016 21:39;15 438,00;d4:0b:1a:bc:83:e6;android-dd4f57711ab84ef0;HTC;Android;700,00;732,00;COULOIR-4CD_AP1
18/10/2016 10:18;15 234,00;64:9a:be:19:d3:95;Unknown;Apple;iOS;2 699,00;3 549,00;SALON-2C_AP3
18/10/2016 20:36;328 138,00;78:31:c1:16:e6:db;Unknown;Apple;iOS;127 379,00;314 159,00;LOGES-4CD_AP3
18/10/2016 16:28;413 848,00;60:f1:89:49:3c:22;Samsung-Galaxy-S7-edge;Murata;Android;11 201,00;26 109,00;LOGES-5CD_AP1
18/10/2016 08:41;571 963,00;b0:47:bf:20:c5:ba;Unknown;Samsung;Android;9 563,00;20 965,00;LOGES-4CD_AP4
18/10/2016 18:20;16 653,00;fc:db:b3:f5:76:7a;android-981dae3fa72529d2;Murata;Android;3 012,00;1 710,00;COULOIR-3CD_AP
18/10/2016 21:17;12 648,00;bc:ec:5d:e5:87:59;iPhoneamelie;Unknown;iOS;11 946 944,00;126 830,00;PORTE-35_AP1
18/10/2016 20:33;14 760,00;2c:f0:a2:8a:4d:8c;iPhonedeHeloise;Unknown;iOS;460,00;346,00;LOGES 2C_AP
18/10/2016 20:17;87 644,00;cc:25:ef:31:91:00;iPhonedeRomain;Apple;iOS;220,00;254,00;SALON-1D_AP1
18/10/2016 18:44;476 571,00;a4:5e:60:7b:fd:06;Unknown;Apple;iOS;779 775,00;6 377 071,00;LOGES-5CD_AP3
18/10/2016 19:25;15 199,00;d8:bb:2c:6c:55:0c;iPhone-Theo;Apple;iOS;460,00;346,00;SALON-2C_AP3
18/10/2016 15:02;92 821,00;2c:be:08:39:7b:45;Unknown;Apple;iOS;4 099,00;11 628,00;SALON-2C_AP1
18/10/2016 20:50;13 554,00;68:fb:7e:33:48:b3;Unknown;Unknown;iOS;220,00;254,00;LOGES-4CD_AP1
18/10/2016 21:02;9 117,00;9c:fc:01:d5:dd:6c;iPhonedharlotte;Apple;iOS;1 108,00;346,00;COULOIR-3CD_AP
18/10/2016 17:00;43 443,00;c0:63:94:3c:e8:3a;iPhonedemelodie;Apple;iOS;220,00;254,00;MEDIAS-CONF_AP2
18/10/2016 20:06;4 176,00;64:9a:be:05:68:05;iPhone-de-Imran;Apple;iOS;248,00;300,00;SALON-1D_AP4
18/10/2016 20:37;785 669,00;e8:8d:28:36:8b:ad;iPhone-de-fred;Apple;iOS;149 670,00;1 291 881,00;SALON-1D_AP4
18/10/2016 16:20;331 608,00;b4:8b:19:0e:e0:74;iPhonedeJulien;Unknown;iOS;304,00;392,00;LOGES-2D_AP
18/10/2016 20:14;550 528,00;f4:31:c3:a8:12:b6;iPhone-de-Yann;Apple;iOS;52 315,00;954 446,00;LOGES-5CD_AP2
18/10/2016 16:54;7 125,00;cc:25:ef:b6:b6:88;iPhonedeRobert;Apple;iOS;220,00;254,00;LOGES-4CD_AP3
18/10/2016 15:23;2 754,00;f4:31:c3:a8:12:b6;iPhone-de-Yann;Apple;iOS;464,00;300,00;SALON-1D_AP2
18/10/2016 16:27;56 753,00;60:f1:89:49:3c:22;Samsung-Galaxy-S7-edge;Murata;Android;3 032,00;2 306,00;LOGES-5CD_AP3
18/10/2016 18:15;203 665,00;64:9a:be:87:8a:22;Unknown;Apple;iOS;21 943,00;201 163,00;PORTE-35_AP1
18/10/2016 12:20;79 268,00;94:eb:cd:c7:49:ee;Unknown;Research In Motion Limited;Unknown;1 123,00;11 099,00;SALON-1D_AP4
18/10/2016 20:38;360 720,00;d4:0b:1a:bc:83:e6;android-dd4f57711ab84ef0;HTC;Android;108 042,00;119 890,00;SALON-3C_AP1
18/10/2016 17:25;6 343,00;94:eb:cd:c7:49:ee;Unknown;Research In Motion Limited;Unknown;4 969,00;254,00;SALON-1D_AP4
18/10/2016 19:55;312 985,00;cc:29:f5:31:f8:1d;Unknown;Apple;iOS;304,00;392,00;LOGES-5CD_AP3
18/10/2016 20:58;53 365,00;60:a3:7d:9d:fd:4f;iPhonedJONATHAN;Unknown;iOS;248,00;300,00;COULOIR-4CD_AP1
18/10/2016 15:47;11 042,00;d8:bb:2c:6c:55:0c;iPhone-Theo;Apple;iOS;894,00;665,00;SALON-2C_AP3
18/10/2016 13:55;15 484,00;d8:96:95:27:a1:d9;Unknown;Apple;iOS;4 105,00;7 701,00;SALON-1D_AP2
18/10/2016 18:48;9 086,00;60:03:08:46:5b:09;Unknown;Apple;iOS;220,00;306,00;SALON-2C_AP2
18/10/2016 11:09;212 059,00;d4:8f:33:62:d6:80;Unknown;Microsoft Corporation;Windows (Mobile) 8 / Windows (Mobile) 10;92 889,00;1 961 712,00;LOGES-5CD_AP3
18/10/2016 14:53;9 482,00;68:fb:7e:33:48:b3;Unknown;Unknown;iOS;276,00;346,00;SALON-3C_AP1
18/10/2016 20:58;282 412,00;34:a3:95:ba:dd:f2;iPhone;Apple;iOS;4 858 880,00;36 379 559,00;PORTE-35_AP1
18/10/2016 20:26;5 183,00;4c:66:41:03:94:32;Unknown;Unknown;Android;54 739,00;103 978,00;LOGES-5CD_AP2
18/10/2016 17:14;381 746,00;fc:db:b3:f5:76:7a;android-981dae3fa72529d2;Murata;Android;470 865,00;4 163 408,00;SALON-2C_AP1
18/10/2016 18:45;78 776,00;4c:66:41:03:94:32;Unknown;Unknown;Android;16 133,00;10 340,00;LOGES-3CD_AP5
18/10/2016 20:45;11 323,00;68:fb:7e:33:48:b3;Unknown;Unknown;iOS;17 651,00;357 034,00;SALON-3C_AP1
18/10/2016 19:32;6 006,00;4c:57:ca:8d:7c:65;Unknown;Unknown;iOS;726,00;594,00;PORTE-35_AP1
18/10/2016 21:36;444 895,00;b0:47:bf:20:c5:ba;Unknown;Samsung;Android;9 935,00;21 973,00;LOGES-4CD_AP4
18/10/2016 20:32;7 528,00;b8:53:ac:c1:4a:87;ColinTrasiPhone;Unknown;iOS;2 412 248,00;69 702,00;LOGES-5CD_AP2
18/10/2016 20:55;136 357,00;bc:54:36:5e:cc:ab;iPhonedLaetitia;Unknown;iOS;220,00;254,00;PORTE-35_AP1
18/10/2016 18:19;58 902,00;64:9a:be:87:8a:22;Unknown;Apple;iOS;220,00;306,00;LOGES-3CD_AP4
18/10/2016 15:52;245 053,00;d0:22:be:6f:82:2d;android-b3b1ed748e66958e;Samsung;Android;5 770,00;9 923,00;SALON-3C_AP2
18/10/2016 18:44;16 963,00;d0:33:11:45:90:c1;iPhone;Apple;iOS;59 705,00;3 184 735,00;SALON-3C_AP1
18/10/2016 13:55;27 151,00;10:30:47:e1:31:37;android-b4748a8280d91b1f;Samsung;Android;3 143,00;5 981,00;SALON-1D_AP1
18/10/2016 18:38;25 280,00;6c:72:e7:88:d3:d0;iPhonedsleportz;Apple;iOS;278,00;254,00;COULOIR-3CD_AP
18/10/2016 10:18;15 352,00;64:9a:be:19:d3:95;Unknown;Apple;iOS;2 943,00;2 666,00;COULOIR-4CD_AP2
18/10/2016 15:08;27 882,00;f4:31:c3:a8:12:b6;iPhone-de-Yann;Apple;iOS;772,00;490,00;SALON-7C_AP
18/10/2016 11:35;2 896,00;24:0a:11:38:95:40;android-8823f24fcea45350;TCT Mobile Limited;Android;220,00;254,00;COULOIR-4CD_AP1
18/10/2016 14:13;124 928,00;68:fb:7e:33:48:b3;Unknown;Unknown;iOS;220,00;254,00;SALON-1D_AP4
18/10/2016 17:32;33 055,00;60:f1:89:4b:41:e9;android-9438134929177913;Murata;Android;5 804,00;7 544,00;SALON-1D_AP1
18/10/2016 20:12;30 372,00;c8:38:70:7d:b4:17;android-154b456d87fa53a2;Unknown;Android;907,00;1 817,00;LOGES-2D_AP
18/10/2016 18:58;31 441,00;60:a3:7d:c6:73:51;iPhone;Unknown;iOS;11 287,00;15 198,00;LOGES-3CD_AP2
18/10/2016 21:07;14 537,00;18:f6:43:5a:27:0f;iPhone-de-Lolo;Apple;iOS;1 751,00;451,00;COULOIR-3CD_AP
18/10/2016 21:54;12 077,00;c4:b3:01:28:ec:14;iPhonedeMOUNIA;Unknown;iOS;220,00;254,00;LOGES-5CD_AP2
18/10/2016 15:52;1 400,00;dc:41:5f:5c:14:a7;Unknown;Unknown;iOS;,00;4 698,00;LOGES 2C_AP
18/10/2016 14:21;10 020,00;d0:53:49:b9:18:32;POPB-283;Liteon Technology Co., Ltd.;Windows 7/Vista;605,00;1 089,00;SALON-1D_AP2
18/10/2016 18:27;30 862,00;30:f7:c5:24:bc:2c;Charles-Eric;Apple;iOS;220,00;618,00;LOGES-4CD_AP4
18/10/2016 14:55;245 516,00;00:6d:52:39:df:a4;iPhonedbertrand;Apple;iOS;312 379,00;10 156 437,00;SALON-1D_AP4
18/10/2016 20:51;85 038,00;0c:d7:46:95:bb:94;iPhone6plussfdc;Unknown;iOS;2 799 493,00;515 521,00;LOGES-5CD_AP1
18/10/2016 18:59;144 815,00;14:5a:05:e6:72:f9;LionKingsiPhone;Apple;iOS;20 463,00;13 727,00;SALON-2C_AP3
18/10/2016 12:51;1 381 954,00;ec:9b:f3:96:19:07;Unknown;Samsung;Android;35 539,00;55 130,00;SALON-3C_AP4
18/10/2016 15:20;7 688,00;b0:9f:ba:c8:aa:11;iPhone;Apple;iOS;220,00;254,00;SALON-1D_AP1
18/10/2016 14:35;11 231,00;3c:bb:fd:14:02:19;android-f2fa183af42d6c76;Samsung;Android;220,00;254,00;SALON-5D_AP1
18/10/2016 19:30;18 968,00;94:eb:cd:c7:49:ee;Unknown;Research In Motion Limited;Unknown;428,00;462,00;SALON-2C_AP3
18/10/2016 17:19;20 358,00;34:14:5f:c0:d5:bd;android-ec07947b6598c3a9;Unknown;Android;18 830,00;51 533,00;SALON-4D_AP1
18/10/2016 16:00;7 190,00;04:f7:e4:b9:c2:1c;MICHEL-PAYAN;Apple;iOS;18 595,00;191 466,00;LOGES-5CD_AP3
18/10/2016 16:04;91 972,00;1c:91:48:4c:9d:03;Unknown;Unknown;iOS;8 554,00;12 883,00;PORTE-35_AP1
18/10/2016 15:25;73 311,00;c4:b3:01:28:ec:14;iPhonedeMOUNIA;Unknown;iOS;656,00;346,00;SALON-4D_AP1
18/10/2016 21:45;15 056,00;60:f8:1d:11:18:3a;Unknown;Apple;iOS;5 705,00;14 189,00;SALON-2C_AP3
18/10/2016 21:09;615 864,00;60:03:08:46:5b:09;Unknown;Apple;iOS;6 981,00;4 676,00;LOGES-2D_AP
18/10/2016 21:56;81 767,00;c4:b3:01:28:ec:14;iPhonedeMOUNIA;Unknown;iOS;676,00;706,00;LOGES-5CD_AP3
18/10/2016 08:41;867 681,00;7c:0b:c6:1e:96:21;Unknown;Samsung;Android;17 973,00;45 598,00;LOGES-5CD_AP2
18/10/2016 17:52;14 930,00;60:f8:1d:11:18:3a;Unknown;Apple;iOS;248,00;300,00;SALON-2C_AP3
18/10/2016 14:48;9 792,00;00:6d:52:35:e4:aa;iPhone;Apple;iOS;10 905,00;31 059,00;SALON-1D_AP1
18/10/2016 15:01;1 175 911,00;b0:47:bf:20:c4:3e;Unknown;Samsung;Android;148 877,00;1 301 066,00;LOGES-4CD_AP1
18/10/2016 20:14;34 386,00;c8:38:70:7d:b4:17;android-154b456d87fa53a2;Unknown;Android;10 806,00;13 768,00;LOGES-2D_AP
18/10/2016 19:24;39 652,00;b8:53:ac:08:42:bc;iPhone-107;Unknown;iOS;190 296,00;6 863 567,00;LOGES-3CD_AP2
18/10/2016 13:50;239 704,00;f0:99:bf:37:cc:5e;iPhonedlexandre;Apple;iOS;672,00;870,00;SALON-2C_AP3
18/10/2016 18:45;148 525,00;78:31:c1:16:e6:db;Unknown;Apple;iOS;248,00;300,00;LOGES-5CD_AP2
18/10/2016 14:44;20 468,00;84:38:38:f1:77:97;android-88920f80f3b62ded;Samsung;Android;58 184,00;60 816,00;LOGES-5CD_AP3
18/10/2016 17:59;148 553,00;f0:99:bf:37:cc:5e;iPhonedlexandre;Apple;iOS;12 349,00;8 178,00;PORTE-35_AP1
18/10/2016 13:09;5 585,00;d4:8f:33:62:d6:80;Unknown;Microsoft Corporation;Windows (Mobile) 8 / Windows (Mobile) 10;1 893,00;254,00;LOGES-5CD_AP3
18/10/2016 20:41;20 495,00;60:03:08:43:b9:7f;iPhonederonique;Apple;iOS;3 685,00;8 630,00;LOGES-3CD_AP2
18/10/2016 14:08;8 347,00;d4:8f:33:62:d6:80;Unknown;Microsoft Corporation;Windows (Mobile) 8 / Windows (Mobile) 10;1 407,00;1 710,00;LOGES-5CD_AP3
18/10/2016 16:00;35 865,00;d0:33:11:45:90:c1;iPhone;Apple;iOS;2 558,00;11 310,00;SALON-1D_AP4
18/10/2016 17:25;37 102,00;e0:66:78:ee:f2:d6;Unknown;Apple;iOS;70 262,00;745 004,00;SALON-2C_AP2
18/10/2016 19:24;5 136,00;cc:25:ef:b6:b6:88;iPhonedeRobert;Apple;iOS;1 342,00;1 362,00;LOGES-4CD_AP2
18/10/2016 18:37;404 928,00;a4:f1:e8:1b:4a:dc;Unknown;Unknown;iOS;6 287 319,00;189 749,00;LOGES-5CD_AP2
18/10/2016 21:02;42 058,00;bc:54:36:30:3c:f1;iPhone;Unknown;iOS;44 427,00;60 456,00;SALON-2C_AP3
18/10/2016 18:33;1 417 457,00;80:ed:2c:e0:30:6a;iPhonedeAntoine;Unknown;iOS;120 972,00;1 823 468,00;LOGES-3CD_AP1
18/10/2016 19:37;59 320,00;a4:5e:60:8b:fa:5f;Unknown;Apple;iOS;4 104 104,00;67 002,00;SALON-1D_AP4
18/10/2016 12:43;7 614,00;90:00:db:32:9a:4f;Unknown;Samsung;Android;1 390,00;10 210,00;SALON-6C_AP2
18/10/2016 15:21;127 054,00;c4:b3:01:28:ec:14;iPhonedeMOUNIA;Unknown;iOS;1 420,00;346,00;PORTE-35_AP1
18/10/2016 20:57;33 948,00;e4:9a:79:c9:4a:f5;iPhone-de-Julia;Unknown;iOS;33 133,00;15 487,00;SALON-1D_AP1
18/10/2016 16:43;7 310,00;d4:8f:33:62:d6:80;Unknown;Microsoft Corporation;Windows (Mobile) 8 / Windows (Mobile) 10;1 548,00;4 244,00;LOGES-5CD_AP2
18/10/2016 21:50;230 586,00;00:6d:52:35:e4:aa;iPhone;Apple;iOS;4 814,00;18 018,00;LOGES-4CD_AP2
18/10/2016 12:32;8 809 200,00;80:4e:81:4c:36:3d;Unknown;Samsung;Android;788 708,00;35 161 683,00;SALON-7C_AP
18/10/2016 08:38;25 295,00;c8:85:50:a5:a3:25;Unknown;Apple;iOS;464,00;300,00;SALON-1D_AP2
18/10/2016 19:32;281 721,00;c0:63:94:3c:e8:3a;iPhonedemelodie;Apple;iOS;708 367,00;5 130 643,00;SALON-2C_AP1
18/10/2016 17:13;30 113,00;d8:bb:2c:6c:55:0c;iPhone-Theo;Apple;iOS;917,00;639,00;SALON-2C_AP3
18/10/2016 18:22;5 162,00;f0:99:bf:37:cc:5e;iPhonedlexandre;Apple;iOS;645,00;623,00;COULOIR-4CD_AP1
18/10/2016 18:24;3 583,00;60:03:08:43:b9:7f;iPhonederonique;Apple;iOS;864,00;2 682,00;LOGES-3CD_AP3
18/10/2016 15:21;53 117,00;d0:22:be:6f:82:2d;android-b3b1ed748e66958e;Samsung;Android;385 106,00;514 961,00;MEDIAS-CONF_AP2
18/10/2016 19:20;8 357,00;18:f6:43:91:ae:67;Unknown;Apple;iOS;220,00;4 948,00;LOGES-3CD_AP3
18/10/2016 21:44;124 075,00;d0:22:be:6f:82:2d;android-b3b1ed748e66958e;Samsung;Android;993,00;11 042,00;SALON-3C_AP1
18/10/2016 16:39;313 110,00;d0:22:be:6f:82:2d;android-b3b1ed748e66958e;Samsung;Android;50 410,00;92 325,00;LOGES-4CD_AP2
18/10/2016 16:15;239 705,00;f0:99:bf:37:cc:5e;iPhonedlexandre;Apple;iOS;7 935,00;14 860,00;SALON-1D_AP2
18/10/2016 18:59;199 221,00;bc:54:36:30:3c:f1;iPhone;Unknown;iOS;7 965,00;28 317,00;SALON-2C_AP1
18/10/2016 21:50;9 904,00;7c:01:91:be:19:9c;Unknown;Apple;iOS;10 522,00;20 921,00;LOGES-5CD_AP3
18/10/2016 21:57;137 367,00;60:a3:7d:74:ca:b2;iPhonedeAntoine;Unknown;iOS;248,00;300,00;SALON-4D_AP1
18/10/2016 10:06;5 832,00;d4:8f:33:62:d6:80;Unknown;Microsoft Corporation;Windows (Mobile) 8 / Windows (Mobile) 10;1 407,00;1 809,00;LOGES-5CD_AP3
18/10/2016 12:17;154 955,00;94:eb:cd:c7:49:ee;Unknown;Research In Motion Limited;Unknown;20 690,00;7 925,00;SALON-1D_AP4
18/10/2016 16:16;22 635,00;cc:25:ef:b6:b6:88;iPhonedeRobert;Apple;iOS;8 312,00;40 286,00;SALON-5D_AP2
18/10/2016 09:15;1 085 537,00;7c:0b:c6:1e:96:21;Unknown;Samsung;Android;80 846,00;207 601,00;LOGES-5CD_AP2
